"tumbol_ID","household.CNT","HOUSEMEMBER_CNT","MOF_REG_CNT","MOF_VAL_CNT","ELDERLY_CNT","DISABLED_CNT","CHRONICPATIENT_CNT","happiness","indicator1.ALL","indicator2.ALL","indicator3.ALL","indicator4.ALL","indicator5.ALL","indicator6.ALL","indicator7.ALL","indicator8.ALL","indicator9.ALL","indicator10.ALL","indicator11.ALL","indicator12.ALL","indicator13.ALL","indicator14.ALL","indicator15.ALL","indicator16.ALL","indicator17.ALL","indicator18.ALL","indicator19.ALL","indicator20.ALL","indicator21.ALL","indicator22.ALL","indicator23.ALL","indicator24.ALL","indicator25.ALL","indicator26.ALL","indicator27.ALL","indicator28.ALL","indicator29.ALL","indicator30.ALL","indicator31.ALL","indicator1.CNT","indicator2.CNT","indicator3.CNT","indicator4.CNT","indicator5.CNT","indicator6.CNT","indicator7.CNT","indicator8.CNT","indicator9.CNT","indicator10.CNT","indicator11.CNT","indicator12.CNT","indicator13.CNT","indicator14.CNT","indicator15.CNT","indicator16.CNT","indicator17.CNT","indicator18.CNT","indicator19.CNT","indicator20.CNT","indicator21.CNT","indicator22.CNT","indicator23.CNT","indicator24.CNT","indicator25.CNT","indicator26.CNT","indicator27.CNT","indicator28.CNT","indicator29.CNT","indicator30.CNT","indicator31.CNT","province_ID"
"250102",1470,4305,731,616,910,40,36,9.14965986394558,63,47,1606,4305,4305,4180,4248,4305,4305,4305,4305,4305,4305,4305,515,1493,31,15,4028,3974,2324,4305,4305,4305,4305,4305,2324,158,119,4305,4305,0,0,0,0,0,75,7,0,0,0,0,0,0,0,0,278,0,0,12,13,10,0,316,979,865,0,0,0,0,1,0,"25"
"250103",623,2028,458,375,446,20,28,7.87640449438202,22,16,819,2028,2028,1994,1967,2028,2028,2028,2028,2028,2028,2028,295,707,0,4,1899,1867,1129,2015,2028,2028,2028,2028,1132,64,120,2028,2028,0,0,0,0,0,12,0,0,0,0,7,0,0,0,0,157,0,0,0,17,11,0,498,449,416,1,0,0,0,17,0,"25"
"250104",755,2147,436,356,406,15,7,8.36158940397351,84,71,765,2147,2147,2052,2050,2147,2147,2147,2147,2147,2147,2147,241,721,24,0,2035,2006,988,2147,2145,2147,2147,2147,994,58,20,2147,2147,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,71,0,0,0,6,10,15,145,221,281,0,0,0,0,0,0,"25"
"250105",1234,3407,644,483,813,37,37,7.86061588330632,64,50,1101,3407,3407,3311,3398,3407,3407,3407,3407,3407,3407,3407,305,1000,22,2,3100,3061,1841,3407,3392,3407,3407,3407,1848,148,104,3407,3407,0,0,0,160,35,8,82,21,0,0,186,0,95,0,0,196,0,0,0,5,37,0,715,497,492,92,0,6,0,78,0,"25"
"250106",293,739,164,122,188,18,13,7.99317406143345,22,22,174,739,739,719,739,739,739,739,739,739,739,739,37,155,27,0,657,647,384,736,739,739,739,739,385,50,31,739,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,5,1,99,115,0,0,0,0,0,0,"25"
"250107",3278,8150,1343,1064,1342,49,102,7.25015253203173,120,95,2919,8150,8150,7717,8126,8150,8150,8150,8150,8150,8150,8150,1028,2619,53,6,7674,7614,3638,8143,8145,8150,8150,8150,3656,209,333,8150,8150,0,0,0,4,4,0,36,0,0,0,11,0,0,0,0,493,0,0,9,119,228,2,670,1304,1350,88,0,0,0,74,15,"25"
"250108",3632,10221,1646,1249,1970,79,80,7.73843612334802,122,90,3816,10221,10221,9746,10163,10221,10221,10221,10221,10221,10221,10221,1129,3529,77,7,9601,9498,5082,10221,10216,10221,10221,10221,5102,286,271,10221,10221,0,3,0,63,75,163,126,35,0,0,73,0,51,0,0,747,0,0,15,57,107,16,1662,1621,1249,272,0,0,0,253,2,"25"
"250109",1049,3079,612,487,705,20,26,8.35081029551954,41,35,1045,3079,3079,3032,3069,3079,3079,3079,3079,3079,3079,3079,466,878,32,9,2817,2783,1854,3076,3079,3079,3079,3079,1854,62,53,3078,3079,0,0,0,0,2,5,21,23,0,0,1979,0,10,0,0,190,0,0,0,9,96,2,345,768,658,191,0,0,0,244,1,"25"
"250110",2654,7546,1168,919,1467,135,152,8.18123587038433,94,62,2623,7546,7546,7299,7394,7546,7546,7546,7546,7546,7546,7546,838,2511,165,0,7115,7064,3869,7546,7542,7546,7546,7546,3891,466,422,7546,7546,0,0,0,3,3,741,2,3,0,0,30,0,0,0,0,530,0,0,15,23,85,0,246,2040,1584,8,0,0,0,0,18,"25"
"250111",2291,7170,1222,878,1489,96,161,7.91488432998691,19,14,2783,7170,7170,7051,7076,7170,7170,7170,7170,7170,7170,7170,919,2480,27,5,6723,6644,3940,7170,7170,7170,7170,7170,3963,343,514,7170,7170,0,0,0,0,0,1075,10,6,0,0,0,0,4,0,0,649,0,0,20,60,261,1,656,1341,1091,90,0,0,0,0,0,"25"
